respondent_id,hidden_persona,age_group,gender,city_tier,region,occupation,income_range,accessory_purchase_frequency,preferred_shopping_channel,premium_purchase_driver,sustainability_importance,prior_eco_purchase,plant_based_leather_awareness,familiarity_with_sustainable_materials,preferred_material,openness_to_try,perceived_durability_vs_leather,preferred_first_experience,intended_use_case,preferred_finish,preferred_brand_style,preferred_brand_story,usual_budget_small_accessory,usual_budget_large_accessory,willingness_to_pay_extra,preferred_offer,likelihood_to_recommend,estimated_spending_score,purchase_intent_5level,purchase_intent_binary,interest_handbags,interest_wallets,interest_belts,interest_footwear,interest_tech_accessories,interest_apparel,interest_home_decor,interest_corporate_gifts,trust_premium_design,trust_durability,trust_water_resistance,trust_luxury_branding,trust_certification,trust_made_in_india,trust_farmer_story,trust_reasonable_pricing,concern_durability,concern_quality,concern_low_awareness,concern_high_price,concern_brand_trust,concern_appearance,concern_availability
721,Value-seeking curious buyers,18-24,Prefer not to say,Metro,Northeast,Student,No income,Almost never,E-commerce marketplace,Price/Value,4,"Yes, occasionally","Yes, a little",4,Fabric/Canvas,3,2,Online store,Gifting,Minimal modern,Handcrafted and artisanal,Agri-waste innovation,2501-5000,5001-10000,Up to 5%,Loyalty discount,4,58,Definitely would buy,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
722,Value-seeking curious buyers,35-44,Non-binary,Tier 1,East,Salaried,Below 25k,Almost never,E-commerce marketplace,Design/Aesthetics,4,No,Heard the term only,3,No strong preference,4,2,Premium offline store,Office/professional use,Minimal modern,Sustainable and conscious,Supports Northeast farmers,Above 10000,Above 20000,Up to 5%,Limited edition packaging,4,100,Definitely would buy,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
723,Eco-conscious premium adopters,25-34,Female,Metro,South,Salaried,25k-50k,Once in 2-3 months,Brand website,Price/Value,5,"Yes, occasionally","Yes, know it well",4,Natural handcrafted material,5,3,Pop-up exhibition,Office/professional use,Minimal modern,Handcrafted and artisanal,Supports Northeast farmers,Above 10000,Above 20000,6%-10%,Loyalty discount,5,100,Definitely would buy,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1
724,Conscious gifting buyers,25-34,Male,Metro,Northeast,Salaried,Below 25k,Very often,Exhibitions/pop-ups,Sustainability,3,Heard of them but never purchased,"Yes, know it well",5,Natural handcrafted material,4,3,Designer boutique,Special occasions,Minimal modern,Handcrafted and artisanal,Sustainable luxury,Above 10000,Above 20000,6%-10%,Customization offer,3,100,Definitely would buy,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
725,Eco-conscious premium adopters,18-24,Female,Tier 1,South,Freelancer,25k-50k,Once in 2-3 months,Brand website,Quality/Durability,5,"Yes, occasionally","Yes, know it well",4,Vegan leather,5,3,Online store,Daily personal use,Glossy luxury,Sustainable and conscious,Cruelty-free innovation,Above 10000,Above 20000,Above 20%,Limited edition packaging,4,100,Definitely would buy,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0
726,Eco-conscious premium adopters,25-34,Male,Tier 2,East,Salaried,25k-50k,Once in 2-3 months,Brand website,Exclusivity,3,Heard of them but never purchased,"Yes, know it well",4,Recycled material,3,5,Marketplace,Office/professional use,Minimal modern,Handcrafted and artisanal,Cruelty-free innovation,Above 10000,Above 20000,6%-10%,Combo/bundle offer,2,100,Definitely would buy,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
727,Design-first urban buyers,25-34,Female,Tier 1,South,Salaried,25k-50k,Monthly,Shopping mall/store,Exclusivity,4,"Yes, occasionally",Heard the term only,3,Recycled material,4,3,Designer boutique,Special occasions,Classic leather-like,Sustainable and conscious,Cruelty-free innovation,Above 10000,Above 20000,11%-20%,First-time buyer discount,3,100,Definitely would buy,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
728,Eco-conscious premium adopters,25-34,Male,Metro,East,Salaried,100k-200k,Monthly,E-commerce marketplace,Quality/Durability,5,"Yes, occasionally","Yes, know it well",5,Vegan leather,4,4,Pop-up exhibition,Special occasions,Minimal modern,Minimal and modern,Sustainable luxury,Above 10000,Above 20000,6%-10%,Limited edition packaging,4,100,Definitely would buy,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
729,Value-seeking curious buyers,35-44,Male,Tier 1,Northeast,Salaried,Below 25k,Very often,Shopping mall/store,Price/Value,4,"Yes, frequently",Heard the term only,3,Genuine leather,3,5,Marketplace,Unlikely to buy,Classic leather-like,Handcrafted and artisanal,Sustainable luxury,Above 10000,Above 20000,Up to 5%,Loyalty discount,1,100,Definitely would buy,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
730,Value-seeking curious buyers,18-24,Female,Tier 1,Central,Student,100k-200k,Rarely,E-commerce marketplace,Price/Value,3,"Yes, frequently",Heard the term only,1,No strong preference,4,3,Marketplace,Fashion/styling,Textured artisan,Handcrafted and artisanal,Agri-waste innovation,Above 10000,Above 20000,6%-10%,Combo/bundle offer,4,100,Definitely would buy,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
731,Design-first urban buyers,18-24,Female,Tier 1,West,Salaried,100k-200k,Once in 2-3 months,Instagram/social commerce,Price/Value,5,No,Heard the term only,3,Natural handcrafted material,3,3,Premium offline store,Fashion/styling,Classic leather-like,Youthful and trendy,Modern premium Indian roots,Above 10000,Above 20000,11%-20%,Customization offer,4,100,Definitely would buy,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0
732,Eco-conscious premium adopters,18-24,Female,Tier 2,Northeast,Salaried,50k-100k,Rarely,Shopping mall/store,Sustainability,5,"Yes, occasionally","Yes, know it well",5,No strong preference,5,4,Social media page,Office/professional use,Glossy luxury,Sustainable and conscious,Supports Northeast farmers,Above 10000,Above 20000,0%,Free shipping,5,100,Definitely would buy,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
733,Eco-conscious premium adopters,18-24,Male,Tier 1,North,Homemaker,100k-200k,Once in 2-3 months,Brand website,Sustainability,5,"Yes, occasionally","Yes, a little",4,Vegan leather,4,3,Online store,Daily personal use,Textured artisan,Sustainable and conscious,Cruelty-free innovation,Above 10000,Above 20000,Above 20%,Limited edition packaging,4,100,Definitely would buy,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
734,Design-first urban buyers,25-34,Male,Metro,West,Salaried,25k-50k,Monthly,E-commerce marketplace,Design/Aesthetics,3,"Yes, frequently","Yes, know it well",4,Vegan leather,5,3,Premium offline store,Special occasions,Glossy luxury,Luxury and premium,Sustainable luxury,Above 10000,Above 20000,Up to 5%,Limited edition packaging,5,100,Definitely would buy,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1
735,Eco-conscious premium adopters,35-44,Female,Metro,Northeast,Student,50k-100k,Monthly,Exhibitions/pop-ups,Quality/Durability,4,No,"Yes, know it well",4,Fabric/Canvas,5,4,Designer boutique,Gifting,Textured artisan,Youthful and trendy,Agri-waste innovation,Above 10000,Above 20000,6%-10%,First-time buyer discount,4,100,Definitely would buy,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0
736,Skeptical traditional buyers,55+,Non-binary,Tier 2,Central,Salaried,25k-50k,Once in 2-3 months,Exhibitions/pop-ups,Quality/Durability,2,No,"Yes, a little",3,Fabric/Canvas,1,4,Marketplace,Special occasions,Matte natural,Handcrafted and artisanal,Modern premium Indian roots,5001-10000,10001-20000,Up to 5%,Loyalty discount,1,76,Definitely would not buy,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
737,Eco-conscious premium adopters,25-34,Male,Tier 1,Northeast,Salaried,25k-50k,Monthly,Shopping mall/store,Price/Value,4,No,"Yes, know it well",5,Vegan leather,5,3,Online store,Unlikely to buy,Classic leather-like,Minimal and modern,Supports Northeast farmers,Above 10000,Above 20000,11%-20%,Customization offer,5,100,Definitely would buy,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1
738,Design-first urban buyers,18-24,Male,Tier 1,Northeast,Salaried,No income,Once in 2-3 months,Instagram/social commerce,Design/Aesthetics,3,Heard of them but never purchased,"Yes, a little",3,Genuine leather,5,4,Premium offline store,Special occasions,Classic leather-like,Youthful and trendy,Modern premium Indian roots,Above 10000,Above 20000,11%-20%,Customization offer,5,100,Definitely would buy,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
739,Design-first urban buyers,25-34,Male,Metro,North,Creative Professional,50k-100k,Monthly,Brand website,Exclusivity,3,"Yes, occasionally","Yes, know it well",5,No strong preference,4,3,Designer boutique,Daily personal use,Glossy luxury,Luxury and premium,Sustainable luxury,Above 10000,Above 20000,6%-10%,Combo/bundle offer,5,100,Definitely would buy,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
740,Design-first urban buyers,35-44,Female,Metro,East,Creative Professional,Above 200k,Monthly,E-commerce marketplace,Design/Aesthetics,5,"Yes, occasionally",Heard the term only,1,Vegan leather,4,4,Designer boutique,Fashion/styling,Classic leather-like,Minimal and modern,Cruelty-free innovation,Above 10000,Above 20000,Above 20%,Loyalty discount,4,100,Definitely would buy,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0
741,Eco-conscious premium adopters,18-24,Female,Tier 1,Northeast,Student,50k-100k,Rarely,E-commerce marketplace,Sustainability,5,"Yes, occasionally","No, never heard of it",3,Fabric/Canvas,5,4,Online store,Gifting,Classic leather-like,Luxury and premium,Sustainable luxury,Above 10000,Above 20000,6%-10%,Customization offer,5,100,Definitely would buy,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0
742,Eco-conscious premium adopters,18-24,Male,Metro,South,Student,100k-200k,Rarely,Boutique/designer store,Design/Aesthetics,5,"Yes, occasionally",Heard the term only,3,Natural handcrafted material,4,4,Online store,Special occasions,Classic leather-like,Sustainable and conscious,Sustainable luxury,Above 10000,Above 20000,6%-10%,Combo/bundle offer,4,100,Definitely would buy,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
743,Conscious gifting buyers,45-54,Male,Metro,North,Freelancer,100k-200k,Rarely,E-commerce marketplace,Design/Aesthetics,3,Heard of them but never purchased,"No, never heard of it",2,No strong preference,4,3,Premium offline store,Special occasions,Glossy luxury,Handcrafted and artisanal,Modern premium Indian roots,Above 10000,Above 20000,Above 20%,Combo/bundle offer,5,100,Definitely would buy,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
744,Eco-conscious premium adopters,18-24,Male,Tier 2,Central,Salaried,25k-50k,Once in 2-3 months,E-commerce marketplace,Design/Aesthetics,5,"Yes, occasionally","Yes, know it well",5,Fabric/Canvas,5,4,Social media page,Gifting,Glossy luxury,Sustainable and conscious,Cruelty-free innovation,Above 10000,Above 20000,Up to 5%,Limited edition packaging,4,100,Definitely would buy,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
745,Value-seeking curious buyers,25-34,Female,Metro,Northeast,Student,Below 25k,Once in 2-3 months,Brand website,Price/Value,4,"Yes, frequently","Yes, a little",2,Fabric/Canvas,5,1,Pop-up exhibition,Daily personal use,Minimal modern,Sustainable and conscious,Modern premium Indian roots,Above 10000,Above 20000,6%-10%,Combo/bundle offer,5,100,Definitely would buy,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0
746,Value-seeking curious buyers,35-44,Female,Tier 3,North,Business Owner,25k-50k,Rarely,Brand website,Price/Value,2,Heard of them but never purchased,"Yes, know it well",5,No strong preference,4,2,Online store,Fashion/styling,Matte natural,Youthful and trendy,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,Limited edition packaging,4,83,Definitely would buy,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
747,Design-first urban buyers,35-44,Female,Tier 1,South,Creative Professional,Above 200k,Monthly,Brand website,Brand Image,4,"Yes, frequently","Yes, a little",4,Natural handcrafted material,5,3,Marketplace,Special occasions,Minimal modern,Luxury and premium,Modern premium Indian roots,Above 10000,Above 20000,Above 20%,Combo/bundle offer,3,100,Definitely would buy,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1
748,Value-seeking curious buyers,35-44,Female,Tier 1,Central,Salaried,25k-50k,Monthly,E-commerce marketplace,Price/Value,3,Heard of them but never purchased,"Yes, a little",3,Genuine leather,3,3,Marketplace,Fashion/styling,Glossy luxury,Handcrafted and artisanal,Supports Northeast farmers,Above 10000,Above 20000,0%,First-time buyer discount,3,100,Definitely would buy,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
749,Skeptical traditional buyers,35-44,Female,Rural,North,Business Owner,Below 25k,Very often,Shopping mall/store,Design/Aesthetics,1,No,Heard the term only,4,Genuine leather,1,2,Premium offline store,Daily personal use,Glossy luxury,Luxury and premium,Modern premium Indian roots,5001-10000,10001-20000,6%-10%,Free shipping,2,66,Definitely would not buy,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0
750,Skeptical traditional buyers,45-54,Female,Tier 1,East,Salaried,Above 200k,Almost never,Instagram/social commerce,Price/Value,3,No,"No, never heard of it",1,Genuine leather,2,2,Premium offline store,Unlikely to buy,Textured artisan,Handcrafted and artisanal,Cruelty-free innovation,Above 10000,Above 20000,0%,Limited edition packaging,2,100,Not sure,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
751,Design-first urban buyers,25-34,Female,Tier 1,Central,Salaried,25k-50k,Once in 2-3 months,Shopping mall/store,Exclusivity,4,"Yes, occasionally","Yes, know it well",4,No strong preference,3,3,Designer boutique,Office/professional use,Classic leather-like,Youthful and trendy,Cruelty-free innovation,Above 10000,Above 20000,0%,Customization offer,3,100,Definitely would buy,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0
752,Design-first urban buyers,25-34,Female,Metro,North,Salaried,50k-100k,Monthly,Shopping mall/store,Exclusivity,2,No,"Yes, a little",2,Genuine leather,3,3,Designer boutique,Gifting,Matte natural,Youthful and trendy,Sustainable luxury,Above 10000,Above 20000,11%-20%,Loyalty discount,3,100,Not sure,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
753,Design-first urban buyers,35-44,Male,Tier 1,West,Salaried,50k-100k,Once in 2-3 months,Boutique/designer store,Design/Aesthetics,4,"Yes, occasionally","Yes, a little",4,Fabric/Canvas,3,4,Pop-up exhibition,Office/professional use,Glossy luxury,Youthful and trendy,Cruelty-free innovation,Above 10000,Above 20000,Up to 5%,First-time buyer discount,3,100,Definitely would buy,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
754,Value-seeking curious buyers,45-54,Female,Tier 2,East,Creative Professional,25k-50k,Rarely,Exhibitions/pop-ups,Design/Aesthetics,4,No,"Yes, a little",3,No strong preference,2,2,Premium offline store,Special occasions,Classic leather-like,Youthful and trendy,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,Free shipping,2,91,Definitely would buy,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1
755,Skeptical traditional buyers,45-54,Female,Rural,East,Homemaker,25k-50k,Almost never,Instagram/social commerce,Price/Value,1,Heard of them but never purchased,"Yes, a little",4,Genuine leather,2,3,Marketplace,Special occasions,Classic leather-like,Youthful and trendy,Modern premium Indian roots,2501-5000,5001-10000,11%-20%,Combo/bundle offer,2,55,Definitely would not buy,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
756,Design-first urban buyers,35-44,Female,Metro,Northeast,Student,100k-200k,Rarely,Brand website,Brand Image,4,Heard of them but never purchased,"Yes, know it well",4,Natural handcrafted material,5,3,Online store,Unlikely to buy,Classic leather-like,Minimal and modern,Modern premium Indian roots,Above 10000,Above 20000,6%-10%,Limited edition packaging,4,100,Definitely would buy,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1
757,Design-first urban buyers,25-34,Male,Metro,South,Creative Professional,50k-100k,Once in 2-3 months,E-commerce marketplace,Quality/Durability,4,Heard of them but never purchased,"Yes, a little",3,No strong preference,4,2,Designer boutique,Fashion/styling,Glossy luxury,Luxury and premium,Sustainable luxury,Above 10000,Above 20000,Above 20%,Customization offer,4,100,Definitely would buy,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0
758,Conscious gifting buyers,25-34,Female,Metro,West,Salaried,25k-50k,Rarely,Boutique/designer store,Design/Aesthetics,3,No,Heard the term only,2,No strong preference,4,1,Marketplace,Gifting,Textured artisan,Handcrafted and artisanal,Sustainable luxury,Above 10000,Above 20000,11%-20%,Free shipping,5,100,Probably would buy,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
759,Eco-conscious premium adopters,25-34,Female,Tier 2,Northeast,Creative Professional,50k-100k,Once in 2-3 months,Instagram/social commerce,Price/Value,3,No,"Yes, know it well",5,Natural handcrafted material,5,3,Premium offline store,Daily personal use,Glossy luxury,Luxury and premium,Cruelty-free innovation,Above 10000,Above 20000,Up to 5%,Combo/bundle offer,5,100,Definitely would buy,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0
760,Value-seeking curious buyers,45-54,Female,Metro,East,Salaried,100k-200k,Very often,Shopping mall/store,Design/Aesthetics,2,"Yes, occasionally","Yes, a little",3,No strong preference,4,3,Marketplace,Fashion/styling,Glossy luxury,Youthful and trendy,Cruelty-free innovation,Above 10000,Above 20000,6%-10%,Free shipping,3,100,Definitely would buy,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
761,Skeptical traditional buyers,35-44,Female,Tier 2,Central,Business Owner,No income,Once in 2-3 months,E-commerce marketplace,Price/Value,3,No,Heard the term only,1,Genuine leather,2,2,Marketplace,Gifting,Classic leather-like,Handcrafted and artisanal,Modern premium Indian roots,2501-5000,5001-10000,Up to 5%,Loyalty discount,2,62,Not sure,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
762,Eco-conscious premium adopters,18-24,Male,Metro,West,Salaried,Above 200k,Very often,E-commerce marketplace,Sustainability,4,No,"Yes, a little",2,Genuine leather,5,3,Online store,Fashion/styling,Classic leather-like,Sustainable and conscious,Agri-waste innovation,Above 10000,Above 20000,11%-20%,Combo/bundle offer,5,100,Definitely would buy,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
763,Eco-conscious premium adopters,25-34,Female,Tier 1,East,Salaried,No income,Once in 2-3 months,E-commerce marketplace,Sustainability,5,Heard of them but never purchased,"Yes, a little",2,Natural handcrafted material,5,3,Online store,Office/professional use,Glossy luxury,Sustainable and conscious,Cruelty-free innovation,Above 10000,Above 20000,6%-10%,Customization offer,5,100,Definitely would buy,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0
764,Eco-conscious premium adopters,18-24,Male,Tier 2,Northeast,Student,25k-50k,Very often,Shopping mall/store,Sustainability,4,No,Heard the term only,3,Vegan leather,4,3,Marketplace,Gifting,Textured artisan,Sustainable and conscious,Cruelty-free innovation,Above 10000,Above 20000,11%-20%,Loyalty discount,4,100,Definitely would buy,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0
765,Conscious gifting buyers,35-44,Male,Tier 2,South,Freelancer,25k-50k,Once in 2-3 months,Brand website,Exclusivity,3,No,"Yes, a little",3,Fabric/Canvas,3,2,Online store,Unlikely to buy,Minimal modern,Handcrafted and artisanal,Modern premium Indian roots,Above 10000,Above 20000,6%-10%,Loyalty discount,3,100,Definitely would buy,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
766,Eco-conscious premium adopters,35-44,Female,Metro,Northeast,Student,100k-200k,Rarely,Brand website,Sustainability,5,"Yes, frequently","Yes, know it well",5,Recycled material,5,4,Social media page,Unlikely to buy,Minimal modern,Handcrafted and artisanal,Agri-waste innovation,Above 10000,Above 20000,11%-20%,Limited edition packaging,5,100,Definitely would buy,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0
767,Eco-conscious premium adopters,35-44,Male,Tier 2,West,Student,50k-100k,Rarely,Brand website,Quality/Durability,5,"Yes, occasionally","Yes, know it well",4,Natural handcrafted material,5,3,Pop-up exhibition,Daily personal use,Glossy luxury,Handcrafted and artisanal,Supports Northeast farmers,Above 10000,Above 20000,6%-10%,Customization offer,5,100,Definitely would buy,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
768,Eco-conscious premium adopters,35-44,Male,Metro,North,Student,50k-100k,Once in 2-3 months,Instagram/social commerce,Price/Value,4,"Yes, occasionally","Yes, a little",2,Vegan leather,4,4,Pop-up exhibition,Office/professional use,Classic leather-like,Youthful and trendy,Cruelty-free innovation,Above 10000,Above 20000,11%-20%,Loyalty discount,4,100,Definitely would buy,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
